,created_at,text
1186,Wed Sep 30 19:36:19 +0000 2015,"How many terrible games should Wazza have before we can get Herrera to start?

#MUFC #UCL"
1187,Sat Sep 26 13:04:29 +0000 2015,"3-1?

#COYS"
1188,Wed Sep 23 20:55:45 +0000 2015,"In some time Pereira will make the first team.
Fantastic on the ball, talented just needs to improve decision making.

#MUFC"
1189,Wed Sep 23 20:53:09 +0000 2015,"But at the heart of everything is as always Basti. 
Vision, passing, awareness,pressing. Maestro.

Midfield General in the true sense.
#MUFC"
1190,Wed Sep 23 20:49:30 +0000 2015,No stopping this guy.
1191,Wed Sep 23 20:17:12 +0000 2015,"Andrea Periera. WOW!

#MUFC"
1192,Wed Sep 23 20:09:03 +0000 2015,Ipswich are pumped up.
1193,Wed Sep 23 19:56:07 +0000 2015,"Adam Bogdan was actually a good goalie when he was at Bolton.
Scousers are plain simple shit.

#LFC"
1194,Wed Sep 23 19:49:10 +0000 2015,The only thing that scares me more than finding a real City fan is online streaming.
1195,Wed Sep 23 19:25:13 +0000 2015,England's top scorer is back on the score sheet.
1196,Wed Sep 23 19:16:50 +0000 2015,@rohan_ad Idk. Offline for me.
1197,Wed Sep 23 19:10:47 +0000 2015,@rohan_ad Where are you watching. The site went offline apparently!
1198,Wed Sep 23 19:09:22 +0000 2015,"@rohan_ad http://t.co/x3ccmcoodj

Lag is awful though."
1199,Wed Sep 23 19:04:56 +0000 2015,@ScholesEsque http://t.co/x3ccmcoodj
1200,Wed Sep 23 19:02:45 +0000 2015,@ScholesEsque Do you have any stream?
1202,Wed Sep 23 18:11:16 +0000 2015,"Who cares about the strikers when you get to see Basti and Herrera!

#MUFC"
1203,Wed Sep 23 13:30:18 +0000 2015,"@ten_sports Surprised and sad to see Manchester United match not being telecasted.

Will result in loss of consumer satisfaction."
1204,Wed Sep 23 02:58:16 +0000 2015,"Lewa is the best out and out striker in the world, bar none."
1205,Wed Sep 23 02:56:14 +0000 2015,@LvGRedArmy Happy Birthday bud!
1206,Tue Sep 22 17:14:33 +0000 2015,"Easy to sit outside and criticize.
Indian media is on a decline in terms of content.
Splendid letter from CM Fadnavis."
1207,Sun Sep 20 17:08:41 +0000 2015,"Second.

One more position to climb and 32 games to do so.

#MUFC #BPL"
1208,Sun Sep 20 17:06:52 +0000 2015,"You know nothing, Jon Snow! ;) https://t.co/HKEk8s0yjM"
1209,Sun Sep 20 17:05:52 +0000 2015,"Have to give credit to Mane and Pelle though.
Fantastic players.

#MUFC #SOUMUN"
1210,Sun Sep 20 17:05:08 +0000 2015,"Martial, he's been brilliant. 
Technically he's sooo good and his composure is commendable.

Long way to go but talented as they come!
#MUFC"
1211,Sun Sep 20 17:03:35 +0000 2015,"Thank God and Woodward for David de Gea.

Love you, always have always will.

#DDG1 #MUFC #SOUMUN"
1212,Sun Sep 20 15:56:54 +0000 2015,"How soon can we bring Basti on and bin Carrick!?!

#MUFC #SOUMUN"
1213,Thu Sep 17 03:13:08 +0000 2015,"Thanks to Arsenal for making the week less miserable.
Cheers!

#UCL #Zagreb"
1215,Tue Sep 15 20:07:53 +0000 2015,"We're not getting out of group stage, are we!"
1216,Tue Sep 15 19:33:10 +0000 2015,"Dear Lord. 
Injures our best player, scores a goal. 
Moreno."
1217,Mon Sep 14 22:06:35 +0000 2015,"Thundershowers here at 3 am. 
Sound alone can startle the best of us. 
Haven't seen anything like this. 
#MumbaiRains"
1218,Sat Sep 12 18:26:41 +0000 2015,"We still have to do more with all this possession but who cares, we beat Scousers 3-1!

#MUFC #MUNLIV"
1219,Sat Sep 12 18:15:43 +0000 2015,"Our lad can play. 
#MUFC #Martial #MUNLIV"
1220,Sat Sep 12 15:11:35 +0000 2015,Navas did a Torres there.
1221,Sat Sep 12 06:28:41 +0000 2015,"Best in the league, one of the best in the world.
Through thick and thin I have loved you and shall continue to do so.
Make us proud, De Gea"
1222,Sat Sep 12 06:27:30 +0000 2015,"De Gea shall champion us to the title!

#DaveStays"
1223,Thu Sep 10 16:11:22 +0000 2015,Check out #hackpledge -- where developers help each other master programming https://t.co/Xie5Fd04lI
1224,Wed Sep 09 17:01:57 +0000 2015,"With each game with the lads, each match on TV our love for the game grows. 
Reminds one of how and why we fell in love with Football."
1226,Tue Sep 01 17:06:05 +0000 2015,We'll gladly pay any/all of the below if they happen. https://t.co/g4Jlry8nvk
1227,Tue Sep 01 17:01:04 +0000 2015,"Window closed.
No Reus then. :(

#FreeReus #MUFC #Transfers #DeadlineDay"
1228,Tue Sep 01 16:58:56 +0000 2015,"2 minutes to bring in Reus.
Tick Tock.

#FreeReus #MUFC #Transfers #DeadlineDay"
1229,Tue Sep 01 16:55:58 +0000 2015,"Bring us Marco Reus!!!

#FreeReus #MUFC #Transfers #DeadlineDay"
1230,Tue Sep 01 16:54:51 +0000 2015,"Now would be a good time to panic buy Marco Reus.
6 minutes to go.

#FreeReus #MUFC #Transfers #DeadlineDay"
1231,Tue Sep 01 16:52:16 +0000 2015,"Ours is a different galaxy altogether.

#WelcomeMartial"
1232,Tue Sep 01 16:01:35 +0000 2015,"I'm sure every United fan who was asking for removal of van Gaal yesterday will gladly forget everything for Reus
#FreeReus #MUFC #Transfers"
1233,Tue Sep 01 15:59:45 +0000 2015,#FreeReus #MUFC #Transfers https://t.co/npOW6qDy4N
1234,Tue Sep 01 15:58:06 +0000 2015,"60 million is nothing big for us. 
And Reus will prove he's worth it.

Get him, Ed!

#FreeReus #MUFC #Transfers"
1235,Tue Sep 01 15:53:04 +0000 2015,"United have a good relationship with Dortmund. We sold Kagawa back, loaned Janujaz there.
Reus to United, please!
#FreeReus #MUFC #Transfers"
1236,Tue Sep 01 15:51:52 +0000 2015,"Not selling de Gea was not a statement of intent, signing Marco Reus would be.

#FreeReus #MUFC #Transfers"
1237,Tue Sep 01 15:42:13 +0000 2015,"Buy Reus FFS. 
Shirt sales alone will recover 60mil. 

#FreeReus #MUFC #Transfers"
1238,Mon Aug 31 17:52:22 +0000 2015,"Ed, Louis - I trusted you so far so one more day.

GET US SOMEONE BIG!

#MUFC #Transfers"
1240,Mon Aug 31 17:50:50 +0000 2015,"$29m + Navas for de Gea is not really bad.

Sad to see David leave and wish him the very best.

#MUFC #Transfers #RMFC"
1241,Mon Aug 31 15:20:52 +0000 2015,"On what basis did we sign Martial?

Doesn't appear to be a lethal goalscorer. 

Have you heard of Lacazette, Woodward??

#MUFC #Transfers"
1242,Mon Aug 31 15:11:55 +0000 2015,"De Gea and Lindegaard leaving on the same day. 

Van Gaal and Woodward better have Schmeichel hidden away somewhere. 

#MUFC #Tranfers"
1243,Mon Aug 31 14:58:00 +0000 2015,"We probably have another £50mil left. 

It's wishful thinking but can't we please buy one of Reus/Kane!

#MUFC #Transfers"
1244,Mon Aug 31 14:44:01 +0000 2015,"Goodbye de Gea. 
Loved you with all my heart ever since you came as a skinny 18 year old. 
#MUFC"
1245,Mon Aug 31 12:55:25 +0000 2015,"Only saw Martial once, for 10-15 minutes in a game. Don't know how good he his. 
Really hope he's better than the current lot!
#MUFC"
1246,Mon Aug 31 12:50:50 +0000 2015,"Bad GD, bad result for United, bad exam today.
Been that kind of 5 days."
1247,Mon Aug 31 12:20:39 +0000 2015,"Don't think this will be our last signing. 

One more creative player hopefully."
1248,Sun Aug 30 17:11:59 +0000 2015,"Don't say our aim is the title when your performance is of this sort Louis.

Giving us false hope.
#MUFC"
1249,Sun Aug 30 17:09:20 +0000 2015,Mid-table club's won't hire him at this rate! https://t.co/FYT7qUAmYV
1250,Sun Aug 30 17:08:33 +0000 2015,"Playing with a double pivot is just not United. Why not just revert to 4-4-2 and kick some ass!

#MUFC #SWAMUN"
1251,Sun Aug 30 17:07:16 +0000 2015,"Horrible goalkeeping. 
Need to install de Gea back in goal and sign him for 10 years or so.

#MUFC #SWAMUN"
1252,Sun Aug 30 17:06:25 +0000 2015,"One defeat won't hurt much over the course of the season. 
What is hurting is that we're just not good enough.

#MUFC #SWAMUN"
1253,Sun Aug 30 16:58:48 +0000 2015,"It's strange, after 2 seasons of horrible performances I'm not gutted at a defeat.

That is the biggest defeat for a club like ours.
#MUFC"
1254,Sun Aug 30 16:56:58 +0000 2015,"I'm all for playing like Bayern or Barca but where is the pace and offense?
#MUFC"
1256,Sun Aug 30 16:55:18 +0000 2015,Need a striker. NEED.
1257,Sun Aug 30 16:53:39 +0000 2015,"Progress under Louis.
2-1
2-1
2-1"
1258,Sun Aug 30 15:53:15 +0000 2015,"Mata was below par this half. Nothing working for him.

Youngy perhaps.

#MUFC #SWAMUN"
1259,Sun Aug 30 15:52:31 +0000 2015,"Absolutely no urgency to get in and strike.
No tempo just organization.

Loved Basti and Herrera though.

#MUFC #SWAMUN"
1260,Sun Aug 30 14:09:41 +0000 2015,"Ander, do us proud as you always do. 

#10
#MUFC"
1261,Sat Aug 29 15:53:19 +0000 2015,Liverpool. LOL.
1262,Fri Aug 28 17:43:53 +0000 2015,"Finally we cut the deadwood.
Love you for this Louis. Please look at Valencia too.

Thanks for everything(pretty much nothing), Jonny Evans"
1263,Fri Aug 28 16:28:28 +0000 2015,"Adnan probably out of Swansea game with a Calf injury. 

Ander to kick arse again!

#MUFC"
1264,Thu Aug 27 06:43:57 +0000 2015,"Bloody hell, some finale this!

#SuitsFinale"
1265,Wed Aug 26 20:35:25 +0000 2015,"Manchester United are officially in the Champions League again. 

Roll on CL. 

#MUFC #UCL"
1266,Wed Aug 26 20:32:26 +0000 2015,"@rohan_ad Probably to boost his confidence. 
Make him the striker we need. 

Horrible miss from 6 yards now."
1267,Wed Aug 26 20:27:11 +0000 2015,"We're bad at pens, aren't we. 

Need a Ronaldo or Lambert like penalty taker in the squad. 

#MUFC"
1268,Wed Aug 26 20:14:00 +0000 2015,"Herrera and Basti as I have repeatedly said have to play EVERY game. 
Best in the business. 

#MUFC"
1269,Wed Aug 26 20:14:00 +0000 2015,"Goal, assist, build up. 

Ander is the man. 

#MUFC"
1270,Wed Aug 26 20:13:17 +0000 2015,"Goal, assist, build up. 
Ander is the man!

#MUFC"
1272,Wed Aug 26 19:34:54 +0000 2015,"Janujaz is playing?

#MUFC"
1273,Wed Aug 26 17:55:43 +0000 2015,"Much as I would've liked Schneiderlin to have played alongside Ander, he deserves a bit of a rest.
Carras, please have a good game today!"
1274,Wed Aug 26 17:48:04 +0000 2015,"Herrera has to prove himself over and over, season after season.while Carrick gets in having scored an own goal 2 games back.

#MUFC"
1275,Wed Aug 26 17:46:30 +0000 2015,"Herrera starts.
About time! https://t.co/Mg3oyBA9Gi"
1276,Sun Aug 23 13:20:45 +0000 2015,"We've sold three out and out strikers, Welbeck, van Persie and Falcao, in the last year or so.
About time we signed a decent striker!
#MUFC"
1277,Sun Aug 23 13:13:00 +0000 2015,Pedro is so good.
1278,Sun Aug 23 13:10:12 +0000 2015,"We don't need someone who can score and assist, do we Louis, Woodward?

#MUFC #Transfers"
1279,Sat Aug 22 13:48:23 +0000 2015,"Young has to be playing too.
Hasn't put a foot wrong but is sitting on the bench.

#MUFC #MUNNEW"
1280,Sat Aug 22 13:46:45 +0000 2015,"How does Ander Herrera not start is beyond me.

Louis wants an attacker not a mid so he plays Janujaz instead of proven goalscorer.
#MUFC"
1281,Sat Aug 22 13:44:26 +0000 2015,"Buy Muller/Neymar/Pato/Ibra/Lewa/Cavani/Higuain/*insert any striker here*!

FFS. Buy someone United. Please."
1282,Sat Aug 22 13:42:56 +0000 2015,"Said this last year and will say this again.
The answer is on the bench, you need only to help yourself, Louis

ANDER HERRERA.
#MUFC #MUNNEW"
1283,Sat Aug 22 13:41:11 +0000 2015,"Krul is always fantastic against us.
Taking nothing away from Newcastle defense, rock solid."
1284,Sat Aug 22 13:39:46 +0000 2015,"Wayne was onside first half.
Benteke was offside last Monday.

Benteke's goal counted, Wayne's didn't.
Premier League.

#MUFC #MUNNEW"
1285,Sat Aug 22 13:38:45 +0000 2015,"I don't know who in the world thinks we don't need a striker.

If you find him, make him watch this game over and over.
#MUFC #MUNNEW"
1286,Sat Aug 22 13:37:34 +0000 2015,"Played 2 bad games, won them.
Played a good one, drew.

Some logic!

#MUFC #MUNNEW"
1287,Sat Aug 22 13:36:50 +0000 2015,Awful.
1289,Sat Aug 22 12:33:42 +0000 2015,"So wasteful. 
And so sloppy in central midfield. 

#mufc #MUNNEW"
1290,Sat Aug 22 12:33:11 +0000 2015,"Buy us a striker, Louis. 
Get us someone as good as Lewa. 

#MUFC"
1291,Sat Aug 22 10:55:31 +0000 2015,"Love you, van Gaal.  https://t.co/jgnVj2V7CE"
1292,Tue Aug 18 19:36:44 +0000 2015,"Herrera and Basti have to be starting EVERY game. Simple as. 

#MUFC #UCL"
1293,Tue Aug 18 19:35:43 +0000 2015,"The way Wazza is playing, I'd pay £70m and get Higuain. 

#MUFC #UCL"
1294,Tue Aug 18 19:34:38 +0000 2015,"Need an out and out striker. 
Rooney can't do it all by himself."
1295,Tue Aug 18 19:29:00 +0000 2015,Memphis Ronaldo.
1296,Tue Aug 18 19:21:26 +0000 2015,Carrick 😔
1297,Tue Aug 18 19:02:52 +0000 2015,"Louis, please remember to bench Carrick and start Basti. Not the other way round."
1298,Tue Aug 18 18:59:08 +0000 2015,"Depay!
Welcome home lad."
1299,Tue Aug 18 18:56:20 +0000 2015,"We have Bastian Schweinsteiger and Ander Herrera and we play Micheal fucking Carrick. 

#MUFC"
1300,Tue Aug 18 18:55:15 +0000 2015,"Michael Carrick, you fucking imbecile. 

#MUFC"
1301,Tue Aug 18 15:53:28 +0000 2015,"The joy using #UCL with reference to United gives me is immeasurable. 

#MUFC"
1302,Tue Aug 18 15:52:46 +0000 2015,"I have a feeling that the real United will turn up today.

#MUFC #UCL"
1304,Sun Aug 16 15:48:07 +0000 2015,"Hey José, miss Eva yet?

#MCICHE"
1305,Fri Aug 14 20:36:17 +0000 2015,"Champions always win dirty. 

#MUFC #AVLMUN"
1306,Fri Aug 14 20:35:28 +0000 2015,"Top of the table. 

#MUFC #AVLMUN"
1307,Fri Aug 14 20:31:25 +0000 2015,Worst game Rooney has had in 7-8 years.
1308,Fri Aug 14 20:01:48 +0000 2015,Two of the top 3 we have coming on.
1309,Fri Aug 14 19:56:20 +0000 2015,"Rooney off, please."
1310,Fri Aug 14 19:27:49 +0000 2015,"Rooney has had an awful half. 
Absolutely nothing going for him. 

#MUFC #AVLMUN"
1311,Fri Aug 14 19:20:13 +0000 2015,"If Herrera was playing right now we'd be 4 up now. 

#MUFC #AVLMUN"
1312,Thu Aug 13 16:29:06 +0000 2015,"Have I already said which is the best show ever?
It's Suits.
Perhaps I've said it earlier. :p

#Suits"
1313,Thu Aug 13 16:27:51 +0000 2015,"It may just be a formality but that meeting isn't happening without my vote on the record.

Harvey is the man!
#Suits"
1314,Sun Aug 09 17:48:05 +0000 2015,"Credit where it's due. @abpnewstv Pradhan Mantri is the best Indian series, by a mile.
Fascinating, Honest, Unbiased. 
Incredible stuff."
1315,Sun Aug 09 14:16:10 +0000 2015,"The desire Sakho displayed to win that corner in 88' is commendable. 

#ARSWHU"
1316,Sat Aug 08 13:38:17 +0000 2015,"Top of the table. 
3 points. 

#MUFC #MUNTOT"
1317,Sat Aug 08 13:11:18 +0000 2015,"Basti was awful the last pre season game is been excellent today!

Still can't believe we have Bastian Schweinsteiger. 
#MUFC #MUNTOT"
1318,Sat Aug 08 12:38:42 +0000 2015,"Darmian has been spectacular over the pre season and has carried it here today. 

#MUFC #MUNTOT"
1319,Sat Aug 08 12:37:20 +0000 2015,"I'd like to see Memphis on the right flank and Chicha as second striker. 
#MUFC #MUNTOT"
1320,Sat Aug 08 12:33:28 +0000 2015,"Best midfielders on bench. 
Need to get Basti and Ander on!

#MUFC #MUNTOT"
1322,Sat Aug 08 12:03:40 +0000 2015,"How many times does Herrera have to prove himself to be a regular. 

#MUFC #MUNTOT"
1323,Sat Aug 08 07:45:48 +0000 2015,"Feel like jumping with joy and scream at the top of my voice:

FOOTBALL IS BACK!"
1324,Sat Aug 08 01:32:56 +0000 2015,"Match day. 
Buzzed already!
#mufc #bpl"
1325,Fri Aug 07 15:19:28 +0000 2015,"LRT. Gentleman, Herrera. 
#MUFC"
1326,Fri Aug 07 12:50:07 +0000 2015,"007, Depay.

Finally someone who can carry the legendary number forward!
#MUFC"
1327,Thu Aug 06 13:14:23 +0000 2015,Gold digger == Di María.
1328,Fri Jul 31 17:22:22 +0000 2015,"And amongst the things I picked up, was after the first 2 Prime Ministers, the focus changed from India to either the party or themselves."
1329,Fri Jul 31 17:21:06 +0000 2015,"Started watching Pradhan Mantri, a show about post-independent India."
1330,Thu Jul 30 03:04:19 +0000 2015,"No movement around Wazza. 
Break the bank for Müller. 
#MUFC #Transfers"
1331,Thu Jul 30 03:03:20 +0000 2015,"Morgan, Basti and Carrick are all defensive midfielders. Need to play Herrera with any one of them."
1332,Thu Jul 30 03:02:10 +0000 2015,I'd gladly take defeat in preseason if it means more focus for PL.
1333,Thu Jul 30 01:54:22 +0000 2015,"Disappointing first half. 
One man needed. Ander."
1334,Thu Jul 30 01:51:18 +0000 2015,"Bench Carrick, get us Ander Herrera!"
1335,Thu Jul 30 01:43:23 +0000 2015,Oh Jones.
1337,Thu Jul 30 01:30:35 +0000 2015,"Bastian Schweinsteiger is a class apart. 
Commits to every tackle. And diagonal balls to Darmian remind of Scholes
#MUFC #MUtour #MUNPSG"
1338,Tue Jul 28 01:09:02 +0000 2015,"5 am run at Marine Drive in rains is something you've got to experience!

Bit of a cliché, but can't put it in words."
1339,Mon Jul 27 15:46:33 +0000 2015,"He will never get a farewell that he deserves in this country of ours.
But he will continue to show us the path.
RIP APJ Abdul Kalam."
1340,Mon Jul 27 15:42:25 +0000 2015,"The best President in my lifetime. Honest, hardworking, insatiable thirst for knowledge and a nationalist.
RIP APJ Abdul Kalam."
1341,Sun Jul 26 07:37:58 +0000 2015,"di Maria is such a talented and bright footballer. Love him.

But if there's the slightest chance that we can get Bale/Ronaldo, I'll sell!"
1342,Fri Jul 24 02:33:10 +0000 2015,"Adidas should be happy to pay for Ronaldo. 
His shirt sales alone will make you millions. 
#MUFC #Transfers"
1343,Fri Jul 24 02:31:00 +0000 2015,"Louis, sign Cristiano and you'll have the heart of every United fan. We'll probably build a statue outside Old Trafford!

#MUFC #Transfers"
1344,Tue Jul 21 16:54:21 +0000 2015,"Ibra, Cavani, Lacazette, Higuain - in that order for me.

Or may be LvG has a trick up his sleeve and we sign Messi.

#MUFC #Transfers"
1345,Tue Jul 21 16:52:33 +0000 2015,"LvG is using power and suspense, which make a remarkable combo, in the surprise striker situation.

LvG is the man!"
1346,Sat Jul 18 05:28:07 +0000 2015,@ScholesEsque Valencia
1348,Sat Jul 18 04:58:49 +0000 2015,Andreas Pereira was splendid today.
1349,Sat Jul 18 04:58:18 +0000 2015,"We need more offensive prowess!

#MUFC #MUtour"
